UserID , Age , Gender , VRHeadset , Duration , MotionSickness , ImmersionLevel
31 , 44 , Male , Oculus Rift , 35.14768377373848 , 7 , 5
32 , 25 , Female , HTC Vive , 41.40231429710773 , 6 , 2
33 , 58 , Male , PlayStation VR , 15.658289676702843 , 10 , 1
34 , 20 , Female , Oculus Rift , 53.209034303702936 , 1 , 1
35 , 47 , Female , PlayStation VR , 23.00420851331728 , 6 , 4
36 , 73 , Female , PlayStation VR , 32.28369802016225 , 4 , 5
37 , 32 , Female , HTC Vive , 43.08489299253166 , 1 , 5
38 , 75 , Female , PlayStation VR , 52.38360317125285 , 6 , 2
39 , 93 , Male , Oculus Rift , 23.981446435282635 , 7 , 4
40 , 17 , Male , PlayStation VR , 55.996052235482686 , 2 , 4
41 , 98 , Female , HTC Vive , 55.5819355540356 , 6 , 1
42 , 39 , Female , HTC Vive , 52.172909645956594 , 4 , 4
43 , 57 , Male , Oculus Rift , 24.97730075080272 , 4 , 1
44 , 18 , Female , Oculus Rift , 26.578630949108877 , 9 , 3
45 , 91 , Male , HTC Vive , 37.5225873870084 , 6 , 3
46 , 36 , Female , HTC Vive , 27.37862272527871 , 5 , 4
47 , 74 , Female , PlayStation VR , 7.8738012305932035 , 5 , 5
48 , 57 , Female , Oculus Rift , 40.20623468747423 , 2 , 2
49 , 78 , Male , PlayStation VR , 22.883236834400726 , 3 , 3
50 , 71 , Male , Oculus Rift , 13.926439433810112 , 8 , 1
51 , 33 , Female , PlayStation VR , 51.77268988658264 , 6 , 2
52 , 41 , Male , PlayStation VR , 40.22184713887371 , 7 , 4
53 , 71 , Male , Oculus Rift , 45.7209713181663 , 6 , 1
54 , 54 , Male , HTC Vive , 8.6660250630772 , 1 , 2
55 , 36 , Female , PlayStation VR , 14.441433523286697 , 8 , 3
56 , 62 , Male , PlayStation VR , 6.113925163534992 , 8 , 3
57 , 47 , Male , HTC Vive , 11.755939873467279 , 10 , 2
58 , 35 , Male , Oculus Rift , 18.88654762847883 , 5 , 2
59 , 69 , Male , HTC Vive , 13.577864494364233 , 6 , 3
60 , 91 , Male , HTC Vive , 58.17883998126747 , 7 , 3
61 , 64 , Female , Oculus Rift , 23.268592531836482 , 10 , 4
62 , 38 , Male , PlayStation VR , 22.849204304769806 , 5 , 2
63 , 64 , Female , Oculus Rift , 47.61146168008904 , 2 , 3
64 , 65 , Female , PlayStation VR , 24.88533370892096 , 9 , 5
65 , 57 , Female , PlayStation VR , 55.60215602477782 , 2 , 1
66 , 71 , Female , Oculus Rift , 17.048411052652664 , 6 , 1
67 , 35 , Female , PlayStation VR , 7.841237944817419 , 1 , 3
68 , 39 , Female , HTC Vive , 25.917228376363305 , 9 , 2
69 , 92 , Male , HTC Vive , 23.70631343912183 , 6 , 1
70 , 80 , Female , Oculus Rift , 8.865729133694602 , 8 , 5
71 , 21 , Female , HTC Vive , 37.076533183043395 , 7 , 1
72 , 92 , Male , HTC Vive , 43.068003339506895 , 5 , 1
73 , 77 , Female , HTC Vive , 59.81116852200102 , 4 , 3
74 , 66 , Female , PlayStation VR , 20.116124988385067 , 10 , 3
75 , 65 , Female , Oculus Rift , 55.88516884291334 , 3 , 4
76 , 46 , Male , Oculus Rift , 20.36136792083223 , 1 , 5
77 , 75 , Male , Oculus Rift , 34.75893691084008 , 3 , 2
78 , 17 , Male , PlayStation VR , 30.289702465078598 , 9 , 1
79 , 57 , Male , PlayStation VR , 57.11355474176195 , 1 , 5
80 , 36 , Female , Oculus Rift , 49.89647463289288 , 4 , 4
81 , 81 , Male , HTC Vive , 23.908586792952455 , 6 , 2
82 , 91 , Male , Oculus Rift , 54.88053144167075 , 2 , 4
83 , 60 , Male , Oculus Rift , 34.24299703598612 , 5 , 5
84 , 15 , Female , Oculus Rift , 51.53115810636838 , 4 , 2
85 , 13 , Female , Oculus Rift , 28.74752452374181 , 5 , 5
86 , 87 , Female , HTC Vive , 24.772107118795887 , 5 , 5
87 , 50 , Male , HTC Vive , 16.53259734226767 , 1 , 4
88 , 24 , Male , PlayStation VR , 8.919709245874987 , 4 , 4
89 , 18 , Male , HTC Vive , 28.554877383902415 , 2 , 5
90 , 62 , Female , PlayStation VR , 32.28865492111894 , 5 , 1
91 , 71 , Female , HTC Vive , 22.155452194422573 , 8 , 3
92 , 40 , Male , Oculus Rift , 34.15843019161937 , 10 , 5
93 , 39 , Male , Oculus Rift , 33.77043596946538 , 2 , 1
94 , 77 , Female , PlayStation VR , 6.077081903690205 , 9 , 4
95 , 19 , Male , PlayStation VR , 51.59327100380097 , 2 , 5
96 , 34 , Female , PlayStation VR , 44.198703346205036 , 10 , 5
97 , 71 , Male , HTC Vive , 52.85771662093724 , 8 , 3
98 , 96 , Male , Oculus Rift , 19.839699481742038 , 3 , 3
99 , 68 , Female , PlayStation VR , 45.25743251216883 , 8 , 4
100 , 84 , Male , PlayStation VR , 20.9478415711747 , 1 , 3
101 , 97 , Female , PlayStation VR , 46.852933444852034 , 7 , 4
102 , 24 , Male , Oculus Rift , 17.94469144028965 , 3 , 5
103 , 95 , Male , HTC Vive , 31.689485664688824 , 7 , 3
104 , 70 , Male , Oculus Rift , 46.78221031492709 , 5 , 4
105 , 94 , Male , HTC Vive , 55.32388826493446 , 7 , 5
106 , 23 , Female , PlayStation VR , 50.92415940320483 , 6 , 4
107 , 65 , Female , HTC Vive , 25.59590221979535 , 4 , 1
108 , 95 , Female , HTC Vive , 50.15904512911523 , 8 , 5
109 , 50 , Male , PlayStation VR , 23.840843686775443 , 4 , 3
110 , 81 , Female , HTC Vive , 52.97950111116622 , 4 , 3
111 , 88 , Female , PlayStation VR , 9.047521838807146 , 1 , 3
112 , 46 , Male , HTC Vive , 36.984706058107136 , 5 , 2
113 , 25 , Female , PlayStation VR , 57.58585077157723 , 8 , 5
114 , 43 , Female , PlayStation VR , 8.691146814885807 , 10 , 2
115 , 11 , Male , HTC Vive , 56.83605766520089 , 9 , 5
116 , 26 , Female , PlayStation VR , 29.604805755832444 , 5 , 4
117 , 51 , Female , HTC Vive , 27.159187991792905 , 9 , 3
118 , 56 , Female , PlayStation VR , 27.067825887434054 , 10 , 4
119 , 96 , Female , HTC Vive , 26.697771377696 , 10 , 5
120 , 93 , Male , HTC Vive , 45.588589064656766 , 9 , 5
121 , 71 , Female , Oculus Rift , 11.06761086041593 , 6 , 1
122 , 20 , Male , Oculus Rift , 11.365722568423568 , 8 , 4
123 , 98 , Female , Oculus Rift , 42.08911087911853 , 6 , 2
124 , 34 , Female , PlayStation VR , 26.846611961285895 , 3 , 5
125 , 22 , Male , HTC Vive , 19.643835439712515 , 4 , 2
126 , 88 , Female , Oculus Rift , 27.206601501140838 , 8 , 2
127 , 13 , Female , HTC Vive , 34.80960973624277 , 2 , 2
128 , 64 , Male , Oculus Rift , 28.036193887216868 , 1 , 4
129 , 94 , Female , HTC Vive , 26.588647709549747 , 6 , 2
130 , 79 , Male , Oculus Rift , 10.878823605684051 , 10 , 4
131 , 66 , Female , Oculus Rift , 34.40565698969111 , 3 , 4
132 , 93 , Female , PlayStation VR , 45.6543987915628 , 2 , 2
133 , 28 , Male , PlayStation VR , 7.53194009719506 , 6 , 2
134 , 68 , Male , Oculus Rift , 23.655178976266406 , 10 , 3
135 , 82 , Female , Oculus Rift , 17.10398631060078 , 6 , 1
136 , 18 , Female , HTC Vive , 55.417637439647436 , 1 , 2
137 , 26 , Female , Oculus Rift , 51.43595201844449 , 1 , 1
138 , 54 , Male , Oculus Rift , 9.0418471248188 , 2 , 5
139 , 41 , Female , PlayStation VR , 5.423936590903858 , 1 , 2
140 , 60 , Female , HTC Vive , 8.17714707834037 , 6 , 5
141 , 36 , Female , HTC Vive , 35.45146710517531 , 3 , 1
142 , 38 , Female , Oculus Rift , 22.33896389122839 , 4 , 3
143 , 31 , Female , HTC Vive , 18.027953093103683 , 2 , 1
144 , 23 , Male , Oculus Rift , 59.127813255139635 , 5 , 5
145 , 56 , Male , HTC Vive , 50.2825705676031 , 7 , 2
146 , 45 , Female , Oculus Rift , 50.937640614251805 , 4 , 3
147 , 21 , Female , HTC Vive , 56.253728309911104 , 9 , 3
148 , 80 , Female , PlayStation VR , 31.532897277577433 , 9 , 2
149 , 18 , Male , PlayStation VR , 9.976490107789795 , 5 , 5
150 , 83 , Female , PlayStation VR , 45.01090399402751 , 6 , 4
151 , 93 , Male , HTC Vive , 5.992907694411135 , 2 , 4
152 , 35 , Male , Oculus Rift , 30.677911083632274 , 3 , 1
153 , 57 , Male , Oculus Rift , 11.807448691825677 , 8 , 1
154 , 67 , Female , Oculus Rift , 52.33275857745936 , 7 , 1
155 , 24 , Male , PlayStation VR , 52.98345396104702 , 9 , 1
156 , 78 , Female , PlayStation VR , 30.08346060567103 , 8 , 2
157 , 37 , Male , Oculus Rift , 20.796523055668157 , 9 , 4
158 , 18 , Female , HTC Vive , 25.956406353929893 , 6 , 4
159 , 32 , Female , Oculus Rift , 24.385330098876906 , 6 , 5
160 , 78 , Male , HTC Vive , 44.96018725889834 , 8 , 4
161 , 47 , Male , HTC Vive , 50.742259612849224 , 10 , 1
162 , 93 , Female , HTC Vive , 36.10075666456204 , 5 , 2
163 , 52 , Female , PlayStation VR , 24.92799454557509 , 10 , 3
164 , 12 , Female , PlayStation VR , 52.96014929870129 , 3 , 1
165 , 21 , Female , Oculus Rift , 51.1751973591454 , 1 , 5
166 , 14 , Male , HTC Vive , 12.067866911426893 , 1 , 5
167 , 43 , Male , HTC Vive , 35.13211015088382 , 5 , 5
168 , 11 , Female , Oculus Rift , 5.13052137261909 , 5 , 5
169 , 59 , Male , PlayStation VR , 17.688012963361935 , 4 , 4
170 , 53 , Male , Oculus Rift , 17.949660680053476 , 2 , 4
171 , 22 , Male , Oculus Rift , 22.979563649259994 , 3 , 3
172 , 57 , Male , PlayStation VR , 23.515449287504154 , 2 , 4
173 , 61 , Male , PlayStation VR , 55.77296838649665 , 8 , 1
174 , 42 , Female , PlayStation VR , 59.162171004898596 , 5 , 1
175 , 47 , Female , HTC Vive , 59.02455215144926 , 6 , 5
176 , 40 , Male , Oculus Rift , 37.77140837659158 , 9 , 4
177 , 22 , Male , HTC Vive , 16.80765211725267 , 3 , 2
178 , 86 , Male , HTC Vive , 23.852952367620233 , 2 , 5
179 , 93 , Male , PlayStation VR , 9.833959944630845 , 8 , 1
180 , 18 , Male , Oculus Rift , 22.099346741396836 , 8 , 5
181 , 36 , Male , PlayStation VR , 18.098867066728282 , 9 , 3
182 , 96 , Female , HTC Vive , 59.97607676894738 , 7 , 5
183 , 56 , Male , Oculus Rift , 8.851618139318354 , 3 , 5
184 , 98 , Male , HTC Vive , 6.16995869519707 , 7 , 1
185 , 56 , Male , Oculus Rift , 22.71079677200349 , 6 , 4
186 , 96 , Female , Oculus Rift , 53.868046896723165 , 2 , 1
187 , 22 , Female , HTC Vive , 48.817679355315526 , 6 , 1
188 , 47 , Male , HTC Vive , 55.913323364459636 , 3 , 3
189 , 90 , Female , PlayStation VR , 15.170227741406206 , 10 , 2
190 , 82 , Female , PlayStation VR , 56.93753896567806 , 5 , 3
191 , 40 , Female , PlayStation VR , 8.93017215930023 , 5 , 5
192 , 64 , Female , HTC Vive , 52.00863325213795 , 9 , 4
193 , 32 , Male , Oculus Rift , 39.18086680789002 , 5 , 1
194 , 54 , Female , Oculus Rift , 13.838006896992797 , 5 , 2
195 , 52 , Male , PlayStation VR , 30.30551860443404 , 3 , 1
196 , 40 , Male , Oculus Rift , 13.954864365634403 , 8 , 4
197 , 70 , Male , HTC Vive , 33.022661103763284 , 2 , 5
198 , 73 , Male , PlayStation VR , 43.97538425278669 , 6 , 1
199 , 18 , Female , HTC Vive , 11.371678934121874 , 5 , 1
200 , 51 , Female , HTC Vive , 12.295608329688068 , 5 , 5
201 , 97 , Female , PlayStation VR , 53.387834966656186 , 4 , 4
202 , 77 , Male , HTC Vive , 25.61903196040747 , 2 , 2
203 , 92 , Male , PlayStation VR , 31.577490971273015 , 4 , 5
204 , 39 , Female , HTC Vive , 28.214435157781537 , 10 , 2
205 , 50 , Male , PlayStation VR , 22.8060709198029 , 8 , 5
206 , 21 , Male , Oculus Rift , 15.983218904532531 , 9 , 4
207 , 72 , Male , HTC Vive , 57.39691221464831 , 1 , 3
208 , 86 , Female , Oculus Rift , 30.25900308642872 , 7 , 5
209 , 89 , Male , HTC Vive , 7.791181837206894 , 1 , 2
210 , 60 , Female , HTC Vive , 53.412833525891756 , 7 , 5
211 , 37 , Female , HTC Vive , 26.347785402191064 , 4 , 4
212 , 43 , Male , PlayStation VR , 40.248752905643826 , 6 , 3
213 , 85 , Male , PlayStation VR , 26.481028760307602 , 2 , 4
214 , 47 , Male , Oculus Rift , 9.36057237603083 , 6 , 1
215 , 65 , Female , HTC Vive , 15.312953640907327 , 7 , 3
216 , 67 , Male , Oculus Rift , 52.33438921571774 , 6 , 4
217 , 43 , Male , Oculus Rift , 37.165916935073405 , 8 , 3
218 , 49 , Male , PlayStation VR , 47.07713190620882 , 7 , 1
219 , 63 , Female , PlayStation VR , 57.11087356577961 , 2 , 5
220 , 35 , Female , HTC Vive , 20.063030608283924 , 6 , 4
221 , 10 , Male , PlayStation VR , 29.089738945612353 , 2 , 3
222 , 46 , Female , PlayStation VR , 17.747359400120697 , 10 , 5
223 , 87 , Male , PlayStation VR , 53.41755471398071 , 6 , 4
224 , 88 , Female , HTC Vive , 56.17802842910952 , 1 , 1
225 , 22 , Male , HTC Vive , 59.20778244783851 , 8 , 1
226 , 45 , Female , PlayStation VR , 29.082166283670716 , 4 , 2
227 , 42 , Female , PlayStation VR , 21.548548154251996 , 8 , 1
228 , 77 , Female , Oculus Rift , 46.67935364233192 , 2 , 3
229 , 16 , Female , HTC Vive , 54.60421805246577 , 1 , 4
230 , 27 , Male , PlayStation VR , 5.5317311013908 , 1 , 2
231 , 63 , Male , PlayStation VR , 58.79524662764862 , 3 , 1
232 , 38 , Female , Oculus Rift , 42.44203185956198 , 10 , 2
233 , 24 , Male , PlayStation VR , 50.04944735087765 , 9 , 3
234 , 56 , Female , Oculus Rift , 8.795395944786208 , 5 , 4
235 , 78 , Female , Oculus Rift , 38.947950447138105 , 3 , 1
236 , 73 , Female , Oculus Rift , 19.30051306147668 , 5 , 5
237 , 29 , Female , PlayStation VR , 55.39687286021295 , 10 , 3
238 , 19 , Male , HTC Vive , 10.515013276445014 , 4 , 5
239 , 17 , Male , Oculus Rift , 37.144987114253254 , 7 , 3
240 , 56 , Female , Oculus Rift , 5.619885395339425 , 6 , 4
241 , 54 , Female , PlayStation VR , 42.58840346648091 , 2 , 1
242 , 71 , Female , PlayStation VR , 9.849485323364098 , 6 , 1
243 , 54 , Male , Oculus Rift , 51.470695871632856 , 1 , 5
244 , 72 , Female , HTC Vive , 38.728169525178366 , 3 , 4
245 , 40 , Female , Oculus Rift , 26.813506917517174 , 8 , 2
246 , 36 , Female , HTC Vive , 52.17455730253195 , 2 , 4
247 , 31 , Female , HTC Vive , 31.524997554511238 , 10 , 2
248 , 13 , Male , HTC Vive , 21.767621560594932 , 2 , 1
249 , 70 , Female , HTC Vive , 40.44461071346642 , 8 , 5
250 , 21 , Male , Oculus Rift , 19.173050438299235 , 6 , 3
251 , 38 , Male , Oculus Rift , 19.062270772711948 , 6 , 3
252 , 33 , Male , PlayStation VR , 55.450639377779886 , 8 , 1
253 , 42 , Male , Oculus Rift , 20.786201943310488 , 2 , 4
254 , 44 , Female , Oculus Rift , 22.751751636866395 , 7 , 5
255 , 29 , Male , Oculus Rift , 49.67259309745727 , 1 , 1
256 , 45 , Male , HTC Vive , 40.620112923748316 , 4 , 1
257 , 88 , Female , HTC Vive , 53.47074398418417 , 7 , 2
258 , 57 , Female , HTC Vive , 36.90721086249342 , 5 , 2
259 , 33 , Female , HTC Vive , 46.06794191639538 , 9 , 4
260 , 21 , Male , HTC Vive , 12.088525740100646 , 2 , 4
261 , 89 , Male , Oculus Rift , 13.767828953549675 , 7 , 3
262 , 70 , Male , PlayStation VR , 58.868203751865956 , 2 , 4
263 , 58 , Male , HTC Vive , 12.320116015770244 , 6 , 3
264 , 33 , Female , HTC Vive , 16.981252317014956 , 4 , 3
265 , 88 , Female , Oculus Rift , 43.00253076602734 , 5 , 2
266 , 10 , Female , PlayStation VR , 45.713430901974746 , 8 , 5
267 , 15 , Female , HTC Vive , 32.617786567047816 , 4 , 4
268 , 34 , Female , Oculus Rift , 44.242422559760925 , 1 , 3
269 , 18 , Male , PlayStation VR , 9.641592924247625 , 9 , 5
270 , 32 , Male , HTC Vive , 30.7480709356725 , 5 , 1
271 , 19 , Male , HTC Vive , 18.624353712661154 , 3 , 2
272 , 58 , Male , Oculus Rift , 37.8768803267618 , 10 , 5
273 , 54 , Female , Oculus Rift , 11.844873461425106 , 8 , 4
274 , 72 , Female , Oculus Rift , 51.17653651738896 , 6 , 4
275 , 94 , Female , HTC Vive , 35.56652496244908 , 4 , 4
276 , 29 , Male , PlayStation VR , 21.263879215540342 , 7 , 2
277 , 56 , Male , Oculus Rift , 33.377621278484355 , 8 , 1
278 , 21 , Female , HTC Vive , 27.66669432447366 , 5 , 3
279 , 95 , Male , PlayStation VR , 21.815549684042416 , 4 , 1
280 , 21 , Female , PlayStation VR , 44.10910957065256 , 1 , 3
281 , 66 , Female , Oculus Rift , 13.737720929923613 , 2 , 5
282 , 26 , Female , PlayStation VR , 15.829961116026984 , 6 , 1
283 , 62 , Female , PlayStation VR , 51.4648021270735 , 4 , 1
284 , 89 , Female , Oculus Rift , 18.55027572779543 , 9 , 2
285 , 53 , Male , Oculus Rift , 12.004713444934826 , 9 , 5
286 , 67 , Female , Oculus Rift , 36.81602482610631 , 7 , 5
287 , 75 , Male , PlayStation VR , 34.90217896052062 , 3 , 3
288 , 19 , Female , HTC Vive , 55.73192327004121 , 1 , 1
289 , 24 , Female , Oculus Rift , 45.740926935531625 , 4 , 2
290 , 36 , Female , HTC Vive , 50.340458918078035 , 9 , 4
291 , 47 , Female , PlayStation VR , 56.654917482606955 , 3 , 1
292 , 93 , Female , PlayStation VR , 18.450750529492165 , 10 , 5
293 , 95 , Female , Oculus Rift , 15.480709917097 , 8 , 4
294 , 24 , Female , HTC Vive , 39.51688337104522 , 10 , 3
295 , 55 , Female , Oculus Rift , 26.419168389858974 , 8 , 2
296 , 77 , Female , PlayStation VR , 52.398556253286905 , 3 , 2
297 , 33 , Female , HTC Vive , 45.37957224434427 , 5 , 3
298 , 77 , Male , Oculus Rift , 54.68237857028248 , 4 , 5
299 , 29 , Female , PlayStation VR , 28.43364514481837 , 1 , 1
300 , 12 , Female , Oculus Rift , 46.168055264064485 , 7 , 2
301 , 60 , Male , Oculus Rift , 32.61428777483573 , 4 , 4
302 , 89 , Male , PlayStation VR , 10.829906141903917 , 4 , 2
303 , 38 , Male , HTC Vive , 59.0097861532703 , 8 , 5
304 , 72 , Male , PlayStation VR , 40.439183086667 , 10 , 4
305 , 54 , Male , HTC Vive , 18.095257082234944 , 7 , 5
306 , 87 , Female , Oculus Rift , 23.570165106186316 , 5 , 4
307 , 37 , Female , HTC Vive , 56.89058696205567 , 8 , 3
308 , 47 , Female , HTC Vive , 42.15845693831289 , 4 , 3
309 , 29 , Female , Oculus Rift , 13.480439513862809 , 8 , 2
310 , 26 , Male , Oculus Rift , 51.336367322703616 , 4 , 3
311 , 15 , Male , HTC Vive , 25.80122640511604 , 10 , 5
312 , 69 , Female , Oculus Rift , 26.758375985089522 , 5 , 1
313 , 66 , Female , Oculus Rift , 33.730185060614694 , 2 , 2
314 , 64 , Male , PlayStation VR , 49.24962560443114 , 9 , 5
315 , 43 , Male , Oculus Rift , 54.169026970692585 , 7 , 5
316 , 82 , Female , PlayStation VR , 35.05228551618274 , 8 , 4
317 , 55 , Male , PlayStation VR , 11.020377890832354 , 7 , 1
318 , 20 , Female , Oculus Rift , 50.37373367475979 , 5 , 4
319 , 54 , Male , HTC Vive , 13.967667180602861 , 7 , 4
320 , 55 , Male , HTC Vive , 42.488857934683885 , 2 , 1
321 , 46 , Female , PlayStation VR , 26.498059425161316 , 10 , 4
322 , 98 , Male , HTC Vive , 15.248755221205261 , 8 , 5
323 , 91 , Female , HTC Vive , 38.115358341213685 , 10 , 5
324 , 52 , Female , Oculus Rift , 6.715772166954384 , 6 , 5
325 , 64 , Female , Oculus Rift , 19.566898718594246 , 3 , 5
326 , 29 , Female , HTC Vive , 52.914045499588866 , 2 , 3
327 , 51 , Female , Oculus Rift , 8.364687557882789 , 1 , 5
328 , 69 , Female , PlayStation VR , 49.332760549938286 , 7 , 4
329 , 79 , Male , Oculus Rift , 44.49701450249784 , 4 , 2
330 , 72 , Male , PlayStation VR , 37.141722528619724 , 3 , 2
331 , 81 , Female , PlayStation VR , 54.22478761135768 , 2 , 1
332 , 53 , Male , HTC Vive , 36.46886655580409 , 8 , 5
333 , 100 , Female , PlayStation VR , 7.8220396347008325 , 9 , 3
334 , 36 , Female , HTC Vive , 32.331145647699714 , 8 , 4
335 , 55 , Female , Oculus Rift , 18.046917907236114 , 2 , 5
336 , 74 , Female , HTC Vive , 25.2573511137035 , 1 , 4
337 , 88 , Female , HTC Vive , 14.412023285084382 , 2 , 5
338 , 14 , Female , PlayStation VR , 35.067282314740666 , 1 , 3
339 , 83 , Female , HTC Vive , 23.40567394095836 , 8 , 2
340 , 75 , Female , HTC Vive , 50.96929637137336 , 10 , 3
341 , 74 , Male , PlayStation VR , 38.422895729194494 , 4 , 2
342 , 15 , Male , PlayStation VR , 17.441281403746192 , 7 , 2
343 , 22 , Male , PlayStation VR , 42.02337119337068 , 3 , 3
344 , 47 , Female , HTC Vive , 30.98646957317323 , 10 , 5
345 , 18 , Male , PlayStation VR , 47.07594646645549 , 9 , 3
346 , 33 , Male , Oculus Rift , 26.416908594532657 , 9 , 5
347 , 49 , Male , PlayStation VR , 13.023310017760272 , 4 , 2
348 , 98 , Female , Oculus Rift , 23.6649941884462 , 2 , 3
349 , 27 , Male , PlayStation VR , 43.1865080329715 , 7 , 5
350 , 12 , Male , Oculus Rift , 18.604367784494638 , 10 , 1
351 , 13 , Female , Oculus Rift , 48.73767994035329 , 2 , 2
352 , 35 , Male , Oculus Rift , 10.874329133536516 , 3 , 3
353 , 76 , Female , Oculus Rift , 39.555481941809 , 9 , 5
354 , 56 , Female , HTC Vive , 27.208470026567078 , 9 , 5
355 , 61 , Female , Oculus Rift , 17.5919894927385 , 7 , 4
356 , 91 , Female , PlayStation VR , 38.01147258780439 , 5 , 3
357 , 89 , Female , PlayStation VR , 32.529252874655135 , 4 , 3
358 , 19 , Male , Oculus Rift , 5.478225935484124 , 7 , 3
359 , 88 , Female , Oculus Rift , 12.623203658161527 , 9 , 5
360 , 42 , Female , PlayStation VR , 22.278746751224524 , 4 , 4
361 , 52 , Female , Oculus Rift , 15.06334007557955 , 7 , 5
362 , 25 , Female , Oculus Rift , 19.832473678024446 , 2 , 5
363 , 44 , Female , Oculus Rift , 22.832495418819896 , 6 , 4
364 , 69 , Male , HTC Vive , 42.318076053503916 , 8 , 1
365 , 76 , Female , HTC Vive , 24.941815954153604 , 2 , 5
366 , 48 , Male , PlayStation VR , 40.81945539139226 , 6 , 2
367 , 70 , Female , Oculus Rift , 38.56920850223098 , 8 , 5
368 , 66 , Male , PlayStation VR , 24.098162256451637 , 10 , 3
369 , 93 , Male , HTC Vive , 52.43100129611436 , 3 , 4
370 , 31 , Male , PlayStation VR , 51.61224285582961 , 9 , 5
371 , 80 , Female , HTC Vive , 46.823857924250014 , 6 , 5
372 , 21 , Female , PlayStation VR , 28.65575713603659 , 5 , 4
373 , 65 , Female , Oculus Rift , 15.263515327729712 , 7 , 4
374 , 71 , Male , PlayStation VR , 32.28047579614939 , 8 , 3
375 , 83 , Male , HTC Vive , 30.27298041554213 , 8 , 3
376 , 42 , Female , PlayStation VR , 48.13352581993218 , 10 , 5
377 , 30 , Male , HTC Vive , 43.17962397087937 , 5 , 5
378 , 55 , Male , Oculus Rift , 47.00441549999972 , 5 , 3
379 , 95 , Male , PlayStation VR , 27.008387077984366 , 9 , 5
380 , 21 , Female , PlayStation VR , 12.500892417016706 , 1 , 2
381 , 46 , Female , HTC Vive , 52.81442979338604 , 10 , 2
382 , 98 , Female , Oculus Rift , 11.22485974966548 , 6 , 2
383 , 77 , Male , PlayStation VR , 41.583757846663566 , 1 , 4
384 , 88 , Male , PlayStation VR , 13.136293753873309 , 9 , 4
385 , 18 , Male , Oculus Rift , 6.467479297372098 , 6 , 4
386 , 36 , Male , Oculus Rift , 29.499677384595707 , 10 , 5
387 , 20 , Male , Oculus Rift , 31.96222652613031 , 6 , 3
388 , 71 , Female , Oculus Rift , 48.61484768609433 , 6 , 3
389 , 80 , Male , Oculus Rift , 5.023232225535861 , 10 , 2
390 , 94 , Male , Oculus Rift , 5.380395274597289 , 3 , 3
391 , 80 , Male , Oculus Rift , 5.992764030519357 , 7 , 2
392 , 48 , Female , Oculus Rift , 43.36670857535744 , 9 , 5
393 , 28 , Male , HTC Vive , 51.57892623208941 , 1 , 1
394 , 93 , Male , Oculus Rift , 54.584899253483314 , 2 , 2
395 , 69 , Male , PlayStation VR , 43.20215221328582 , 8 , 3
396 , 77 , Female , HTC Vive , 49.314046288268685 , 3 , 1
397 , 52 , Female , PlayStation VR , 28.204652769403054 , 4 , 1
398 , 66 , Female , Oculus Rift , 52.7820040533509 , 6 , 5
399 , 28 , Female , Oculus Rift , 44.713568962592255 , 7 , 5
400 , 43 , Female , HTC Vive , 54.57286216756166 , 10 , 1
401 , 96 , Female , HTC Vive , 18.230851025687933 , 4 , 2
